"omCrit","estCrit","obsCrit","trial","OvTrial","CovTrial","wind","CovOmCrit","OvOmCrit","CovResponse","Cov_pA",
-70.7273,-61.745,,550,,687,701,-61.745,,1,0.5,
-70.7273,-60.9768,,551,,688,702,-61.745,,2,0.5,
-70.7273,-61.745,,552,,689,703,-61.745,,1,0.5,
-70.7273,-61.745,,553,,691,704,-81.8601,,1,0.2,
-70.7273,-61.745,,554,,692,706,-81.8601,,2,0.2,
-70.7273,-62.9198,,555,,693,707,-81.8601,,1,0.2,
-70.7273,-58.2742,,556,,694,708,-81.8601,,2,0.2,
-70.7273,-57.4758,,557,,696,709,-81.8601,,1,0.2,
-70.7273,-55.6029,,558,,697,711,-81.8601,,1,0.2,
-70.7273,-55.6029,,559,,698,712,-81.8601,,1,0.2,
-70.7273,-54.5097,,560,,699,713,-81.8601,,1,0.2,
-70.7273,-32.4902,,561,,701,714,-81.8601,,1,0.2,
-70.7273,-32.4902,,562,,702,716,-81.8601,,2,0.2,
-70.7273,-33.665,,563,,703,717,-81.8601,,1,0.2,
-70.7273,-33.665,,564,,704,718,-81.8601,,1,0.2,
-70.7273,-33.665,,565,,706,719,-81.8601,,2,0.2,
-70.7273,-33.665,,566,,707,721,-81.8601,,2,0.2,
-70.7273,-34.0571,,567,,708,722,-81.8601,,2,0.2,
-70.7273,-35.8409,,568,,709,723,-81.8601,,2,0.2,
-70.7273,-36.2831,,569,,711,724,-81.8601,,2,0.2,
-70.7273,-36.2831,,570,,712,726,-81.8601,,1,0.2,
-70.7273,-35.8409,,571,,713,727,-81.8601,,2,0.2,
-70.7273,-36.2831,,572,,714,728,-81.8601,,1,0.2,
-70.7273,-36.2831,,573,,716,729,-81.8601,,1,0.2,
-70.7273,-36.2831,,574,,717,731,-81.8601,,2,0.2,
-70.7273,-38.9375,,575,,718,732,-81.8601,,1,0.2,
-70.7273,-38.9375,,576,,719,733,-81.8601,,1,0.2,
